UniProt_ID,GO_BP,GO_CC,GO_MF,Tissue_specificity,Interactors,Function,Reactome_ID,KEGG_ID
Q96F46,cell surface receptor signaling pathway [GO:0007166]; defense response to fungus [GO:0050832]; fibroblast activation [GO:0072537]; granulocyte chemotaxis [GO:0071621]; interleukin-17-mediated signaling pathway [GO:0097400]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of interleukin-13 secretion [GO:2000667]; positive regulation of interleukin-23 production [GO:0032747]; positive regulation of interleukin-5 secretion [GO:2000664],extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886],interleukin-17 receptor activity [GO:0030368]; signaling receptor binding [GO:0005102],Widely expressed. {ECO:0000269|PubMed:21993848}.,Q8NFR9,"Receptor for IL17A (PubMed:17911633, PubMed:9367539). Receptor for IL17F (PubMed:19838198, PubMed:17911633). Binds to IL17A with higher affinity than to IL17F (PubMed:17911633). Binds IL17A and IL17F homodimers as part of a heterodimeric complex with IL17RC (PubMed:16785495). Also binds heterodimers formed by IL17A and IL17F as part of a heterodimeric complex with IL17RC (PubMed:18684971). Receptor for IL17C as part of a heterodimeric complex with IL17RE (PubMed:21993848). Activation of IL17RA leads to induction of expression of inflammatory chemokines and cytokines such as CXCL1, CXCL8/IL8 and IL6 (PubMed:16785495, PubMed:17911633, PubMed:18684971). {ECO:0000269|PubMed:16785495, ECO:0000269|PubMed:17911633, ECO:0000269|PubMed:18684971, ECO:0000269|PubMed:19838198, ECO:0000269|PubMed:21993848, ECO:0000269|PubMed:9367539}.",R-HSA-448424;,hsa:23765;
Q96H15,,integral component of membrane [GO:0016021],,,,Phosphatidylserine receptor that enhances the engulfment of apoptotic cells. Involved in regulating T-cell proliferation and lymphotoxin signaling. Ligand for HAVCR1/TIMD1 (By similarity). {ECO:0000250}.,,hsa:91937;
Q96IU4,3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; positive regulation of transcription by RNA polymerase II [GO:0045944],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],hydrolase activity [GO:0016787],"Ubiquitous. Detected in spleen, thymus, prostate, testis, ovary, small intestine, colon, peripheral blood leukocyte, heart, placenta, lung, liver, skeletal muscle, pancreas and kidney. {ECO:0000269|PubMed:14672934}.",,Has hydrolase activity towards p-nitrophenyl butyrate (in vitro). May activate transcription. {ECO:0000269|PubMed:14672934}.,R-HSA-156584;,hsa:84836;
Q96KN2,proteolysis [GO:0006508]; regulation of cellular protein metabolic process [GO:0032268],cytosol [GO:0005829]; extracellular region [GO:0005576],carboxypeptidase activity [GO:0004180]; dipeptidase activity [GO:0016805]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237],"Found in serum and adult nervous central system. Absent in serum from patients with homocarnosinosis. {ECO:0000269|PubMed:12473676, ECO:0000269|PubMed:6616870}.",,,,hsa:84735;
Q96PL1,receptor-mediated endocytosis [GO:0006898],endocytic vesicle lumen [GO:0071682]; extracellular region [GO:0005576]; extracellular space [GO:0005615],,"Highly expressed in lung and trachea (PubMed:12406855, PubMed:12175512, PubMed:12847263). Detected throughout the airway epithelium in lung, with slightly higher expression in large airways (PubMed:12406855). Found in lung submucosal gland acinus where it localizes to serous-like cells (PubMed:12406855). Probably expressed in club/Clara cells of the bronchioles (PubMed:12847263). Not detected in other tissues tested (PubMed:12847263). {ECO:0000269|PubMed:12175512, ECO:0000269|PubMed:12406855, ECO:0000269|PubMed:12847263}.",,"Secreted cytokine-like protein (PubMed:12847263). Binds to the scavenger receptor MARCO (PubMed:12847263). Can also bind to pathogens including the Gram-positive bacterium L.monocytogenes, the Gram-negative bacterium P.aeruginosa, and yeast (PubMed:12847263). Strongly inhibits phospholipase A2 (PLA2G1B) activity (PubMed:24213919). Seems to have anti-inflammatory effects in respiratory epithelium (By similarity). Also has anti-fibrotic activity in lung (PubMed:24213919). May play a role in fetal lung development and maturation (PubMed:24213919). Promotes branching morphogenesis during early stages of lung development (PubMed:24213919). In the pituitary, may inhibit production of follicle-stimulating hormone (FSH) and luteinizing hormone (LH) (By similarity). {ECO:0000250|UniProtKB:Q920H1, ECO:0000269|PubMed:12847263, ECO:0000269|PubMed:24213919}.",R-HSA-3000480;,hsa:117156;
Q96RJ3,adaptive immune response [GO:0002250]; B cell costimulation [GO:0031296]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of T cell proliferation [GO:0042102]; T cell costimulation [GO:0031295]; tumor necrosis factor-mediated signaling pathway [GO:0033209],external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],,"Highly expressed in spleen and lymph node, and in resting B-cells. Detected at lower levels in activated B-cells, resting CD4+ T-cells, in thymus and peripheral blood leukocytes.",,"B-cell receptor specific for TNFSF13B/TALL1/BAFF/BLyS. Promotes the survival of mature B-cells and the B-cell response. {ECO:0000269|PubMed:11591325, ECO:0000269|PubMed:12387744}.",R-HSA-5668541;R-HSA-5676594;,hsa:115650;
Q99426,cell differentiation [GO:0030154]; nervous system development [GO:0007399],cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630],,Found in most tissues.,Q9H2C0; Q93009,"Binds to alpha-tubulin folding intermediates after their interaction with cytosolic chaperonin in the pathway leading from newly synthesized tubulin to properly folded heterodimer (PubMed:9265649). Involved in regulation of tubulin heterodimer dissociation. May function as a negative regulator of axonal growth (By similarity). {ECO:0000250|UniProtKB:Q9D1E6, ECO:0000269|PubMed:9265649}.",R-HSA-389977;,hsa:1155;
Q99616,antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cell-cell signaling [GO:0007267]; cellular calcium ion homeostasis [GO:0006874]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; chemokine-mediated signaling pathway [GO:0070098]; chemotaxis [GO:0006935]; cytoskeleton organization [GO:0007010]; eosinophil chemotaxis [GO:0048245]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; killing of cells of other organism [GO:0031640]; lymphocyte chemotaxis [GO:0048247]; monocyte chemotaxis [GO:0002548]; neutrophil chemotaxis [GO:0030593]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of GTPase activity [GO:0043547]; regulation of cell shape [GO:0008360]; signal transduction [GO:0007165],cell [GO:0005623]; extracellular region [GO:0005576]; extracellular space [GO:0005615],CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]; signaling receptor binding [GO:0005102],"Widely expressed. Found in small intestine, thymus, colon, lung, trachea, stomach and lymph node. Low levels seen in the pulmonary artery smooth muscle cells.",O00585; Q9Y258; P13501; P02778; O14625; P48061; P02776; P47992,"Chemotactic factor that attracts monocytes, lymphocytes, basophils and eosinophils, but not neutrophils. Signals through CCR2B and CCR3 receptors. Plays a role in the accumulation of leukocytes at both sides of allergic and non-allergic inflammation. May be involved in the recruitment of monocytes into the arterial wall during the disease process of atherosclerosis. May play a role in the monocyte attraction in tissues chronically exposed to exogenous pathogens.",R-HSA-380108;R-HSA-418594;,hsa:6357;
Q99650,cytokine-mediated signaling pathway [GO:0019221]; oncostatin-M-mediated signaling pathway [GO:0038165]; positive regulation of acute inflammatory response [GO:0002675]; positive regulation of cell population proliferation [GO:0008284]; response to cytokine [GO:0034097],apical plasma membrane [GO:0016324]; external side of plasma membrane [GO:0009897]; oncostatin-M receptor complex [GO:0005900]; plasma membrane [GO:0005886]; receptor complex [GO:0043235],cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; growth factor binding [GO:0019838],"Expressed in keratinocytes (at protein level) (PubMed:21261663). Expressed at relatively high levels in all neural cells as well as fibroblast and epithelial cells (PubMed:8999038). {ECO:0000269|PubMed:21261663, ECO:0000269|PubMed:8999038}.",P40189,"Associates with IL31RA to form the IL31 receptor. Binds IL31 to activate STAT3 and possibly STAT1 and STAT5. Capable of transducing OSM-specific signaling events. {ECO:0000269|PubMed:15184896, ECO:0000269|PubMed:8999038}.",R-HSA-6788467;,hsa:9180;
Q99727,central nervous system development [GO:0007417]; negative regulation of endopeptidase activity [GO:0010951]; negative regulation of membrane protein ectodomain proteolysis [GO:0051045]; Notch signaling pathway [GO:0007219]; ovulation cycle [GO:0042698]; response to cytokine [GO:0034097]; response to drug [GO:0042493]; response to hormone [GO:0009725]; response to lipopolysaccharide [GO:0032496]; response to organic substance [GO:0010033]; response to peptide hormone [GO:0043434],extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; sarcomere [GO:0030017],metal ion binding [GO:0046872]; metalloendopeptidase inhibitor activity [GO:0008191]; protease binding [GO:0002020],Abundant in heart and present at low levels in many other tissues.,,"Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7 and MMP-9.",,hsa:7079;
Q99731,activation of JUN kinase activity [GO:0007257]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cell communication [GO:0007154]; cell maturation [GO:0048469]; cellular calcium ion homeostasis [GO:0006874]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to virus [GO:0098586]; chemokine-mediated signaling pathway [GO:0070098]; cytokine-mediated signaling pathway [GO:0019221]; dendritic cell chemotaxis [GO:0002407]; establishment of T cell polarity [GO:0001768]; G protein-coupled receptor signaling pathway [GO:0007186]; immune response [GO:0006955]; immunological synapse formation [GO:0001771]; inflammatory response [GO:0006954]; interleukin-12 secretion [GO:0072610]; killing of cells of other organism [GO:0031640]; lymphocyte chemotaxis [GO:0048247]; mature conventional dendritic cell differentiation [GO:0097029]; monocyte chemotaxis [GO:0002548]; myeloid dendritic cell chemotaxis [GO:0002408]; negative regulation of dendritic cell apoptotic process [GO:2000669]; neutrophil chemotaxis [GO:0030593]; positive regulation of cell motility [GO:2000147]; positive regulation of chemotaxis [GO:0050921]; positive regulation of dendritic cell antigen processing and presentation [GO:0002606]; positive regulation of dendritic cell dendrite assembly [GO:2000549]; positive regulation of endocytosis [GO:0045807]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glycoprotein biosynthetic process [GO:0010560]; positive regulation of GTPase activity [GO:0043547]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of JNK cascade [GO:0046330]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of T-helper 1 cell differentiation [GO:0045627]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cell projection assembly [GO:0060491]; release of sequestered calcium ion into cytosol [GO:0051209]; response to nitric oxide [GO:0071731]; response to prostaglandin E [GO:0034695]; response to virus [GO:0009615]; T cell costimulation [GO:0031295],cell [GO:0005623]; extracellular region [GO:0005576]; extracellular space [GO:0005615],CCR10 chemokine receptor binding [GO:0031735]; CCR7 chemokine receptor binding [GO:0031732]; CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]; chemokine receptor binding [GO:0042379],"Expressed at high levels in the lymph nodes, thymus and appendix. Intermediate levels seen in colon and trachea, while low levels found in spleen, small intestine, lung, kidney and stomach.",P98066,"May play a role not only in inflammatory and immunological responses but also in normal lymphocyte recirculation and homing. May play an important role in trafficking of T-cells in thymus, and T-cell and B-cell migration to secondary lymphoid organs. Binds to chemokine receptor CCR7. Recombinant CCL19 shows potent chemotactic activity for T-cells and B-cells but not for granulocytes and monocytes. Binds to atypical chemokine receptor ACKR4 and mediates the recruitment of beta-arrestin (ARRB1/2) to ACKR4. {ECO:0000269|PubMed:9498785}.",R-HSA-380108;R-HSA-418594;R-HSA-6783783;,hsa:6363;
