"","UniProt_ID","Function"
"861","P28325","The order of preference for inhibition is cathepsin S > cathepsin H > cathepsin L > cathepsin B"
"862","P28799","Secreted protein that acts as a key regulator of lysosomal function and as a growth factor involved in inflammation, wound healing and cell proliferation "
"863","P28799","Regulates protein trafficking to lysosomes and, also the activity of lysosomal enzymes "
"864","P28799","Facilitates also the acidification of lysosomes, causing degradation of mature CTSD by CTSB "
"865","P28799","In addition, functions as wound-related growth factor that acts directly on dermal fibroblasts and endothelial cells to promote division, migration and the formation of capillary-like tubule structures (By similarity)"
"866","P28799","Also promotes epithelial cell proliferation by blocking TNF-mediated neutrophil activation preventing release of oxidants and proteases "
"867","P28799","Moreover, modulates inflammation in neurons by preserving neurons survival, axonal outgrowth and neuronal integrity "
"868","P29218","Responsible for the provision of inositol required for synthesis of phosphatidylinositol and polyphosphoinositides and has been implicated as the pharmacological target for lithium action in brain"
"869","P29218","Has broad substrate specificity and can use myo-inositol monophosphates, myo-inositol 1,3-diphosphate, myo-inositol 1,4-diphosphate, scyllo-inositol-phosphate, D-galactose 1-phosphate, glucose-1-phosphate, glucose-6-phosphate, fructose-1-phosphate, beta-glycerophosphate, and 2'-AMP as substrates"
"870","P29459","Cytokine that can act as a growth factor for activated T and NK cells, enhance the lytic activity of NK/lymphokine-activated killer cells, and stimulate the production of IFN-gamma by resting PBMC"
"871","P29460","Cytokine that can act as a growth factor for activated T and NK cells, enhance the lytic activity of NK/lymphokine-activated killer cells, and stimulate the production of IFN-gamma by resting PBMC"
"872","P29460","IL-23 may constitute with IL-17 an acute response to infection in peripheral tissues"
"873","P29460","IL-23 binds to a heterodimeric receptor complex composed of IL12RB1 and IL23R, activates the Jak-Stat signaling cascade, stimulates memory rather than naive T-cells and promotes production of proinflammatory cytokines"
"874","P29460","IL-23 induces autoimmune inflammation and thus may be responsible for autoimmune inflammatory diseases and may be important for tumorigenesis"
"875","P29474","Produces nitric oxide (NO) which is implicated in vascular smooth muscle relaxation through a cGMP-mediated signal transduction pathway"
"876","P29474","NO mediates vascular endothelial growth factor (VEGF)-induced angiogenesis in coronary vessels and promotes blood clotting through the activation of platelets.; Isoform eNOS13C: Lacks eNOS activity, dominant-negative form that may down-regulate eNOS activity by forming heterodimers with isoform 1."
"877","P29965","Cytokine that binds to CD40/TNFRSF5 "
"878","P29965","Costimulates T-cell proliferation and cytokine production"
"879","P29965","Its cross-linking on T-cells generates a costimulatory signal which enhances the production of IL4 and IL10 in conjunction with the TCR/CD3 ligation and CD28 costimulation "
"880","P29965","Induces the activation of NF-kappa-B and kinases MAPK8 and PAK2 in T-cells"
"881","P29965","Induces tyrosine phosphorylation of isoform 3 of CD28 "
"882","P29965","Mediates B-cell proliferation in the absence of co-stimulus as well as IgE production in the presence of IL4"
"883","P29965","Involved in immunoglobulin class switching (By similarity)"
"884","P30203","Cell adhesion molecule that mediates cell-cell contacts and regulates T-cell responses via its interaction with ALCAM/CD166 "
"885","P30203","Contributes to signaling cascades triggered by activation of the TCR/CD3 complex "
"886","P30203","Functions as costimulatory molecule; promotes T-cell activation and proliferation "
"887","P30203","Contributes to the formation and maturation of the immunological synapse "
"888","P30203","Functions as calcium-dependent pattern receptor that binds and aggregates both Gram-positive and Gram-negative bacteria"
"889","P30203","Binds both lipopolysaccharide (LPS) from Gram-negative bacteria and lipoteichoic acid from Gram-positive bacteria "
"890","P30203","LPS binding leads to the activation of signaling cascades and down-stream MAP kinases "
"891","P30203","Mediates activation of the inflammatory response and the secretion of pro-inflammatory cytokines in response to LPS "
"892","P30519","Heme oxygenase cleaves the heme ring at the alpha methene bridge to form biliverdin"
"893","P30519","Biliverdin is subsequently converted to bilirubin by biliverdin reductase"
"894","P30519","Under physiological conditions, the activity of heme oxygenase is highest in the spleen, where senescent erythrocytes are sequestrated and destroyed"
"895","P30519","Heme oxygenase 2 could be implicated in the production of carbon monoxide in brain where it could act as a neurotransmitter."
"896","P30530","Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding growth factor GAS6 and which is thus regulating many physiological processes including cell survival, cell proliferation, migration and differentiation"
"897","P30530","Ligand binding at the cell surface induces dimerization and autophosphorylation of AXL"
"898","P30530","Following activation by ligand, ALX binds and induces tyrosine phosphorylation of PI3-kinase subunits PIK3R1, PIK3R2 and PIK3R3; but also GRB2, PLCG1, LCK and PTPN11"
"899","P30530","Other downstream substrate candidates for AXL are CBL, NCK2, SOCS1 and TNS2"
"900","P30530","Recruitment of GRB2 and phosphatidylinositol 3 kinase regulatory subunits by AXL leads to the downstream activation of the AKT kinase"
"901","P30530","GAS6/AXL signaling plays a role in various processes such as endothelial cell survival during acidification by preventing apoptosis, optimal cytokine signaling during human natural killer cell development, hepatic regeneration, gonadotropin-releasing hormone neuron survival and migration, platelet activation, or regulation of thrombotic responses"
"902","P30530","Plays also an important role in inhibition of Toll-like receptors (TLRs)-mediated innate immune response"
"903","P32456","Hydrolyzes GTP to GMP in 2 consecutive cleavage reactions, but the major reaction product is GDP "
"904","P32456","Exhibits antiviral activity against influenza virus"
"905","P32456","Promote oxidative killing and deliver antimicrobial peptides to autophagolysosomes, providing broad host protection against different pathogen classes (By similarity)"
"906","P32926","Component of intercellular desmosome junctions"
"907","P32926","Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion."
"908","P32942","ICAM proteins are ligands for the leukocyte adhesion protein LFA-1 (integrin alpha-L/beta-2) "
"909","P32942","ICAM3 is also a ligand for integrin alpha-D/beta-2"
"910","P32942","In association with integrin alpha-L/beta-2, contributes to apoptotic neutrophil phagocytosis by macrophages "
"911","P32970","Cytokine which is the ligand for CD27"
"912","P32970","The CD70-CD27 pathway plays an important role in the generation and maintenance of T cell immunity, in particular during antiviral responses"
"913","P32970","Upon CD27 binding, induces the proliferation of costimulated T-cells and enhances the generation of cytolytic T-cells"
"914","P33151","Cadherins are calcium-dependent cell adhesion proteins (By similarity)"
"915","P33151","They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types "
"916","P33151","This cadherin may play a important role in endothelial cell biology through control of the cohesion and organization of the intercellular junctions (By similarity)"
"917","P33151","It associates with alpha-catenin forming a link to the cytoskeleton "
"918","P33151","Acts in concert with KRIT1 and MPP5 to establish and maintain correct endothelial cell polarity and vascular lumen (By similarity)"
"919","P33151","These effects are mediated by recruitment and activation of the Par polarity complex and RAP1B "
"920","P33151","Required for activation of PRKCZ and for the localization of phosphorylated PRKCZ, PARD3, TIAM1 and RAP1B to the cell junction "
"921","P35225","Cytokine "
"922","P35225","Inhibits inflammatory cytokine production "
"923","P35225","Synergizes with IL2 in regulating interferon-gamma synthesis "
"924","P35225","May be critical in regulating inflammatory and immune responses "
"925","P35225","Positively regulates IL31RA expression in macrophages (By similarity)"
"926","P35247","Contributes to the lung's defense against inhaled microorganisms, organic antigens and toxins"
"927","P35247","Interacts with compounds such as bacterial lipopolysaccharides, oligosaccharides and fatty acids and modulates leukocyte action in immune response"
"928","P35247","May participate in the extracellular reorganization or turnover of pulmonary surfactant"
"929","P35247","Binds strongly maltose residues and to a lesser extent other alpha-glucosyl moieties"
"930","P35443","Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions and is involved in various processes including cellular proliferation, migration, adhesion and attachment, inflammatory response to CNS injury, regulation of vascular inflammation and adaptive responses of the heart to pressure overload and in myocardial function and remodeling"
"931","P35443","Binds to structural extracellular matrix (ECM) proteins and modulates the ECM in response to tissue damage, contributing to cardioprotective and adaptive ECM remodeling"
"932","P35443","Plays a role in ER stress response, via its interaction with the activating transcription factor 6 alpha (ATF6) which produces adaptive ER stress response factors and protects myocardium from pressure overload"
"933","P35443","May contribute to spinal presynaptic hypersensitivity and neuropathic pain states after peripheral nerve injury"
"934","P35443","May play a role in regulating protective astrogenesis from the subventricular zone (SVZ) niche after injury in a NOTCH1-dependent manner (By similarity)"
"935","P35542","Major acute phase reactant"
"936","P35542","Apolipoprotein of the HDL complex."
"937","P35590","Transmembrane tyrosine-protein kinase that may modulate TEK/TIE2 activity and contribute to the regulation of angiogenesis"
"938","P35968","Tyrosine-protein kinase that acts as a cell-surface receptor for VEGFA, VEGFC and VEGFD"
"939","P35968","Plays an essential role in the regulation of angiogenesis, vascular development, vascular permeability, and embryonic hematopoiesis"
"940","P35968","Promotes proliferation, survival, migration and differentiation of endothelial cells"
"941","P35968","Promotes reorganization of the actin cytoskeleton"
"942","P35968","Isoforms lacking a transmembrane domain, such as isoform 2 and isoform 3, may function as decoy receptors for VEGFA, VEGFC and/or VEGFD"
"943","P35968","Isoform 2 plays an important role as negative regulator of VEGFA- and VEGFC-mediated lymphangiogenesis by limiting the amount of free VEGFA and/or VEGFC and preventing their binding to FLT4"
"944","P35968","Modulates FLT1 and FLT4 signaling by forming heterodimers"
"945","P35968","Binding of vascular growth factors to isoform 1 leads to the activation of several signaling cascades"
"946","P35968","Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate and the activation of protein kinase C"
"947","P35968","Mediates activation of MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway"
"948","P35968","Mediates phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, reorganization of the actin cytoskeleton and activation of PTK2/FAK1"
"949","P35968","Required for VEGFA-mediated induction of NOS2 and NOS3, leading to the production of the signaling molecule nitric oxide (NO) by endothelial cells"
"950","P35968","Phosphorylates PLCG1"
"951","P35968","Promotes phosphorylation of FYN, NCK1, NOS3, PIK3R1, PTK2/FAK1 and SRC"
"952","P36222","Carbohydrate-binding lectin with a preference for chitin"
"953","P36222","Has no chitinase activity"
"954","P36222","May play a role in tissue remodeling and in the capacity of cells to respond to and cope with changes in their environment"
"955","P36222","Plays a role in T-helper cell type 2 (Th2) inflammatory response and IL-13-induced inflammation, regulating allergen sensitization, inflammatory cell apoptosis, dendritic cell accumulation and M2 macrophage differentiation"
"956","P36222","Facilitates invasion of pathogenic enteric bacteria into colonic mucosa and lymphoid organs"
"957","P36222","Mediates activation of AKT1 signaling pathway and subsequent IL8 production in colonic epithelial cells"
"958","P36222","Regulates antibacterial responses in lung by contributing to macrophage bacterial killing, controlling bacterial dissemination and augmenting host tolerance"
"959","P36222","Also regulates hyperoxia-induced injury, inflammation and epithelial apoptosis in lung"
"960","P36269","Cleaves the gamma-glutamyl peptide bond of glutathione conjugates, but maybe not glutathione itself"
"961","P36269","Converts leukotriene C4 (LTC4) to leukotriene D4 (LTD4)."
"962","P36941","Receptor for the heterotrimeric lymphotoxin containing LTA and LTB, and for TNFS14/LIGHT"
"963","P36941","Promotes apoptosis via TRAF3 and TRAF5"
"964","P36941","May play a role in the development of lymphoid organs"
"965","P37108","Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane"
"966","P37108","SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP"
"967","P37108","The complex of SRP9 and SRP14 is required for SRP RNA binding."
"968","P39060","Probably plays a major role in determining the retinal structure as well as in the closure of the neural tube"
"969","P39060","May inhibit angiogenesis by binding to the heparan sulfate proteoglycans involved in growth factor signaling (By similarity)"
"970","P39060","Inhibits VEGFA-induced endothelial cell proliferation and migration"
"971","P39060","Seems to inhibit VEGFA-mediated signaling by blocking the interaction of VEGFA to its receptor KDR/VEGFR2"
"972","P39060","Modulates endothelial cell migration in an integrin-dependent manner implicating integrin ITGA5:ITGB1 and to a lesser extent ITGAV:ITGB3 and ITGAV:ITGB5 (By similarity)"
"973","P39060","May negatively regulate the activity of homotrimeric non-collagenous domain 1 "
"974","P39900","May be involved in tissue injury and remodeling"
"975","P39900","Has significant elastolytic activity"
"976","P39900","Can accept large and small amino acids at the P1' site, but has a preference for leucine"
"977","P39900","Aromatic or hydrophobic residues are preferred at the P1 site, with small hydrophobic residues (preferably alanine) occupying P3."
"978","P39905","Neurotrophic factor that enhances survival and morphological differentiation of dopaminergic neurons and increases their high-affinity dopamine uptake"
"979","P40198","Major granulocyte receptor mediating recognition and efficient opsonin-independent phagocytosis of CEACAM-binding microorganisms, including Neissiria, Moxarella and Haemophilus species, thus playing an important role in the clearance of pathogens by the innate immune system"
"980","P40198","Responsible for RAC1 stimulation in the course of pathogen phagocytosis"
"981","P40933","Cytokine that stimulates the proliferation of T-lymphocytes "
"982","P40933","Stimulation by IL15 requires interaction of IL15 with components of the IL2 receptor, including IL2RB and probably IL2RG but not IL2RA "
"983","P40933","In neutrophils, stimulates phagocytosis probably by signaling through the IL15 receptor, composed of the subunits IL15RA, IL2RB and IL2RG, which results in kinase SYK activation "
"984","P41208","Plays a fundamental role in microtubule organizing center structure and function"
"985","P41208","Required for centriole duplication and correct spindle formation"
"986","P41208","Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110.; Involved in global genome nucleotide excision repair (GG-NER) by acting as component of the XPC complex"
"987","P41208","Cooperatively with RAD23B appears to stabilize XPC"
"988","P41208","In vitro, stimulates DNA binding of the XPC:RAD23B dimer.; The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex"
"989","P41208","The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA helix such as single-stranded loops, mismatched bubbles or single-stranded overhangs"
"990","P41208","The orientation of XPC complex binding appears to be crucial for inducing a productive NER"
"991","P41208","XPC complex is proposed to recognize and to interact with unpaired bases on the undamaged DNA strand which is followed by recruitment of the TFIIH complex and subsequent scanning for lesions in the opposite strand in a 5'-to-3' direction by the NER machinery"
"992","P41208","Cyclobutane pyrimidine dimers (CPDs) which are formed upon UV-induced DNA damage esacpe detection by the XPC complex due to a low degree of structural perurbation"
"993","P41208","Instead they are detected by the UV-DDB complex which in turn recruits and cooperates with the XPC complex in the respective DNA repair.; As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores"
"994","P41227","Catalytic subunit of the N-terminal acetyltransferase A (NatA) complex which displays alpha (N-terminal) acetyltransferase activity "
"995","P41227","Acetylates amino termini that are devoid of initiator methionine "
"996","P41227","The alpha (N-terminal) acetyltransferase activity may be important for vascular, hematopoietic and neuronal growth and development"
"997","P41227","Without NAA15, displays epsilon (internal) acetyltransferase activity towards HIF1A, thereby promoting its degradation "
"998","P41227","Represses MYLK kinase activity by acetylation, and thus represses tumor cell migration "
"999","P41227","Acetylates, and stabilizes TSC2, thereby repressing mTOR activity and suppressing cancer development "
"1000","P41227","Acetylates HSPA1A and HSPA1B at 'Lys-77' which enhances its chaperone activity and leads to preferential binding to co-chaperone HOPX "
"1001","P41227","Acetylates HIST1H4A "
"1002","P41227","Acts as a negative regulator of sister chromatid cohesion during mitosis "
"1003","P42574","Involved in the activation cascade of caspases responsible for apoptosis execution"
"1004","P42574","At the onset of apoptosis it proteolytically cleaves poly(ADP-ribose) polymerase (PARP) at a '216-Asp-|-Gly-217' bond"
"1005","P42574","Cleaves and activates sterol regulatory element binding proteins (SREBPs) between the basic helix-loop-helix leucine zipper domain and the membrane attachment domain"
"1006","P42574","Cleaves and activates caspase-6, -7 and -9"
"1007","P42574","Involved in the cleavage of huntingtin"
"1008","P42574","Triggers cell adhesion in sympathetic neurons through RET cleavage"
"1009","P42701","Functions as an interleukin receptor which binds interleukin-12 with low affinity and is involved in IL12 transduction"
"1010","P42701","Associated with IL12RB2 it forms a functional, high affinity receptor for IL12"
"1011","P42701","Associates also with IL23R to form the interleukin-23 receptor which functions in IL23 signal transduction probably through activation of the Jak-Stat signaling cascade"
"1012","P42702","Signal-transducing molecule"
"1013","P42702","May have a common pathway with IL6ST"
"1014","P42702","The soluble form inhibits the biological activity of LIF by blocking its binding to receptors on target cells."
"1015","P42785","Cleaves C-terminal amino acids linked to proline in peptides such as angiotensin II, III and des-Arg9-bradykinin"
"1016","P42785","This cleavage occurs at acidic pH, but enzymatic activity is retained with some substrates at neutral pH."
"1017","P42830","Involved in neutrophil activation"
"1018","P42830","In vitro, ENA-78(8-78) and ENA-78(9-78) show a threefold higher chemotactic activity for neutrophil granulocytes"
"1019","P42892","Converts big endothelin-1 to endothelin-1"
"1020","P43489","Receptor for TNFSF4/OX40L/GP34"
"1021","P43489","Is a costimulatory molecule implicated in long-term T-cell immunity"
"1022","P43628","Receptor on natural killer (NK) cells for HLA-C alleles (HLA-Cw1, HLA-Cw3 and HLA-Cw7)"
"1023","P43628","Inhibits the activity of NK cells thus preventing cell lysis."
"1024","P46531","Functions as a receptor for membrane-bound ligands Jagged-1 (JAG1), Jagged-2 (JAG2) and Delta-1 (DLL1) to regulate cell-fate determination"
"1025","P46531","Upon ligand activation through the released notch intracellular domain (NICD) it forms a transcriptional activator complex with RBPJ/RBPSUH and activates genes of the enhancer of split locus"
"1026","P46531","Affects the implementation of differentiation, proliferation and apoptotic programs"
"1027","P46531","Involved in angiogenesis; negatively regulates endothelial cell proliferation and migration and angiogenic sprouting"
"1028","P46531","Involved in the maturation of both CD4(+) and CD8(+) cells in the thymus"
"1029","P46531","Important for follicular differentiation and possibly cell fate selection within the follicle"
"1030","P46531","During cerebellar development, functions as a receptor for neuronal DNER and is involved in the differentiation of Bergmann glia"
"1031","P46531","Represses neuronal and myogenic differentiation"
"1032","P46531","May play an essential role in postimplantation development, probably in some aspect of cell specification and/or differentiation"
"1033","P46531","May be involved in mesoderm development, somite formation and neurogenesis"
"1034","P46531","May enhance HIF1A function by sequestering HIF1AN away from HIF1A"
"1035","P46531","Required for the THBS4 function in regulating protective astrogenesis from the subventricular zone (SVZ) niche after injury"
"1036","P46531","Involved in determination of left/right symmetry by modulating the balance between motile and immotile (sensory) cilia at the left-right organiser (LRO)"
"1037","P48023","Cytokine that binds to TNFRSF6/FAS, a receptor that transduces the apoptotic signal into cells "
"1038","P48023","Involved in cytotoxic T-cell-mediated apoptosis, natural killer cell-mediated apoptosis and in T-cell development "
"1039","P48023","Initiates fratricidal/suicidal activation-induced cell death (AICD) in antigen-activated T-cells contributing to the termination of immune responses (By similarity)"
"1040","P48023","TNFRSF6/FAS-mediated apoptosis has also a role in the induction of peripheral tolerance (By similarity)"
"1041","P48023","Binds to TNFRSF6B/DcR3, a decoy receptor that blocks apoptosis "
"1042","P48023","Can induce apoptosis but does not appear to be essential for this process "
"1043","P48061","Chemoattractant active on T-lymphocytes and monocytes but not neutrophils"
"1044","P48061","Activates the C-X-C chemokine receptor CXCR4 to induce a rapid and transient rise in the level of intracellular calcium ions and chemotaxis"
"1045","P48061","SDF-1-beta(3-72) and SDF-1-alpha(3-67) show a reduced chemotactic activity"
"1046","P48061","Binding to cell surface proteoglycans seems to inhibit formation of SDF-1-alpha(3-67) and thus to preserve activity on local sites"
"1047","P48061","Also binds to atypical chemokine receptor ACKR3, which activates the beta-arrestin pathway and acts as a scavenger receptor for SDF-1"
"1048","P48061","Binds to the allosteric site (site 2) of integrins and activates integrins ITGAV:ITGB3, ITGA4:ITGB1 and ITGA5:ITGB1 in a CXCR4-independent manner "
"1049","P48061","Acts as a positive regulator of monocyte migration and a negative regulator of monocyte adhesion via the LYN kinase"
"1050","P48061","Stimulates migration of monocytes and T-lymphocytes through its receptors, CXCR4 and ACKR3, and decreases monocyte adherence to surfaces coated with ICAM-1, a ligand for beta-2 integrins"
"1051","P48061","SDF1A/CXCR4 signaling axis inhibits beta-2 integrin LFA-1 mediated adhesion of monocytes to ICAM-1 through LYN kinase"
"1052","P48061","Inhibits CXCR4-mediated infection by T-cell line-adapted HIV-1"
"1053","P48061","Plays a protective role after myocardial infarction"
"1054","P48061","Induces down-regulation and internalization of ACKR3 expressed in various cells"
"1055","P48061","Has several critical functions during embryonic development; required for B-cell lymphopoiesis, myelopoiesis in bone marrow and heart ventricular septum formation"
"1056","P48061","Stimulates the proliferation of bone marrow-derived B-cell progenitors in the presence of IL7 as well as growth of stromal cell-dependent pre-B-cells (By similarity)"
"1057","P48357","Receptor for hormone LEP/leptin (Probable) "
"1058","P48357","On ligand binding, mediates LEP central and peripheral effects through the activation of different signaling pathways such as JAK2/STAT3 and MAPK cascade/FOS"
"1059","P48357","In the hypothalamus, LEP acts as an appetite-regulating factor that induces a decrease in food intake and an increase in energy consumption by inducing anorexinogenic factors and suppressing orexigenic neuropeptides, also regulates bone mass and secretion of hypothalamo-pituitary-adrenal hormones (By similarity) "
"1060","P48357","In the periphery, increases basal metabolism, influences reproductive function, regulates pancreatic beta-cell function and insulin secretion, is pro-angiogenic and affects innate and adaptive immunity "
"1061","P48357","Control of energy homeostasis and melanocortin production (stimulation of POMC and full repression of AgRP transcription) is mediated by STAT3 signaling, whereas distinct signals regulate NPY and the control of fertility, growth and glucose homeostasis"
"1062","P48357","Involved in the regulation of counter-regulatory response to hypoglycemia by inhibiting neurons of the parabrachial nucleus"
"1063","P48357","Has a specific effect on T lymphocyte responses, differentially regulating the proliferation of naive and memory T -ells"
"1064","P48357","Leptin increases Th1 and suppresses Th2 cytokine production (By similarity)"
"1065","P48357","Binds LEP and mediates LEP endocytosis"
"1066","P48357","Does not induce phosphorylation of and activate STAT3"
"1067","P49747","May play a role in the structural integrity of cartilage via its interaction with other extracellular matrix proteins such as the collagens and fibronectin"
"1068","P49747","Can mediate the interaction of chondrocytes with the cartilage extracellular matrix through interaction with cell surface integrin receptors"
"1069","P49747","Could play a role in the pathogenesis of osteoarthritis"
"1070","P49747","Potent suppressor of apoptosis in both primary chondrocytes and transformed cells"
"1071","P49747","Suppresses apoptosis by blocking the activation of caspase-3 and by inducing the IAP family of survival proteins (BIRC3, BIRC2, BIRC5 and XIAP)"
"1072","P49747","Essential for maintaining a vascular smooth muscle cells (VSMCs) contractile/differentiated phenotype under physiological and pathological stimuli"
"1073","P49747","Maintains this phenotype of VSMCs by interacting with ITGA7 (By similarity)"
"1074","P49763","Growth factor active in angiogenesis and endothelial cell growth, stimulating their proliferation and migration"
"1075","P49763","It binds to the receptor FLT1/VEGFR-1"
"1076","P49763","Isoform PlGF-2 binds NRP1/neuropilin-1 and NRP2/neuropilin-2 in a heparin-dependent manner"
"1077","P49763","Also promotes cell tumor growth"
"1078","P49767","Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels"
"1079","P49767","May function in angiogenesis of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults"
"1080","P49767","Binds and activates KDR/VEGFR2 and FLT4/VEGFR3 receptors"
"1081","P49771","Stimulates the proliferation of early hematopoietic cells by activating FLT3"
"1082","P49771","Synergizes well with a number of other colony stimulating factors and interleukins."
"1083","P49789","Cleaves P(1)-P(3)-bis(5'-adenosyl) triphosphate (Ap3A) to yield AMP and ADP"
"1084","P49789","Can also hydrolyze P(1)-P(4)-bis(5'-adenosyl) tetraphosphate (Ap4A), but has extremely low activity with ATP"
"1085","P49789","Modulates transcriptional activation by CTNNB1 and thereby contributes to regulate the expression of genes essential for cell proliferation and survival, such as CCND1 and BIRC5"
"1086","P49789","Plays a role in the induction of apoptosis via SRC and AKT1 signaling pathways"
"1087","P49789","Inhibits MDM2-mediated proteasomal degradation of p53/TP53 and thereby plays a role in p53/TP53-mediated apoptosis"
"1088","P49789","Induction of apoptosis depends on the ability of FHIT to bind P(1)-P(3)-bis(5'-adenosyl) triphosphate or related compounds, but does not require its catalytic activity, it may in part come from the mitochondrial form, which sensitizes the low-affinity Ca(2+) transporters, enhancing mitochondrial calcium uptake"
"1089","P49789","Functions as tumor suppressor"
"1090","P50225","Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of catecholamines, phenolic drugs and neurotransmitters"
"1091","P50225","Has also estrogen sulfotransferase activity"
"1092","P50225","responsible for the sulfonation and activation of minoxidil"
"1093","P50225","Is Mediates the metabolic activation of carcinogenic N-hydroxyarylamines to DNA binding products and could so participate as modulating factor of cancer risk"
"1094","P50591","Cytokine that binds to TNFRSF10A/TRAILR1, TNFRSF10B/TRAILR2, TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and possibly also to TNFRSF11B/OPG "
"1095","P50591","Induces apoptosis"
"1096","P50591","Its activity may be modulated by binding to the decoy receptors TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and TNFRSF11B/OPG that cannot induce apoptosis"
"1097","P51452","Shows activity both for tyrosine-protein phosphate and serine-protein phosphate, but displays a strong preference toward phosphotyrosines"
"1098","P51452","Specifically dephosphorylates and inactivates ERK1 and ERK2"
"1099","P51671","In response to the presence of allergens, this protein directly promotes the accumulation of eosinophils, a prominent feature of allergic inflammatory reactions"
"1100","P51671","Binds to CCR3."
"1101","P54760","Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells"
"1102","P54760","The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling"
"1103","P54760","Together with its cognate ligand/functional ligand EFNB2 it is involved in the regulation of cell adhesion and migration, and plays a central role in heart morphogenesis, angiogenesis and blood vessel remodeling and permeability"
"1104","P54760","EPHB4-mediated forward signaling controls cellular repulsion and segregation from EFNB2-expressing cells"
"1105","P55058","Facilitates the transfer of a spectrum of different lipid molecules, including diacylglycerol, phosphatidic acid, sphingomyelin, phosphatidylcholine, phosphatidylglycerol, cerebroside and phosphatidyl ethanolamine"
"1106","P55058","Essential for the transfer of excess surface lipids from triglyceride-rich lipoproteins to HDL, thereby facilitating the formation of smaller lipoprotein remnants, contributing to the formation of LDL, and assisting in the maturation of HDL particles"
"1107","P55058","PLTP also plays a key role in the uptake of cholesterol from peripheral cells and tissues that is subsequently transported to the liver for degradation and excretion"
"1108","P55058","Two distinct forms of PLTP exist in plasma: an active form that can transfer PC from phospholipid vesicles to high-density lipoproteins (HDL), and an inactive form that lacks this capability."
"1109","P55291","Cadherins are calcium-dependent cell adhesion proteins"
"1110","P55291","They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types"
"1111","P55291","M-cadherin is part of the myogenic program and may provide a trigger for terminal muscle differentiation."
"1112","P55773","Shows chemotactic activity for monocytes, resting T-lymphocytes, and neutrophils, but not for activated lymphocytes"
"1113","P55773","Inhibits proliferation of myeloid progenitor cells in colony formation assays"
"1114","P55773","This protein can bind heparin"
"1115","P55773","Binds CCR1"
"1116","P55773","CCL23(19-99), CCL23(22-99), CCL23(27-99), CCL23(30-99) are more potent chemoattractants than the small-inducible cytokine A23"
"1117","P55774","Chemotactic factor that attracts lymphocytes but not monocytes or granulocytes"
"1118","P55774","May be involved in B-cell migration into B-cell follicles in lymph nodes"
"1119","P55774","Attracts naive T-lymphocytes toward dendritic cells and activated macrophages in lymph nodes, has chemotactic activity for naive T-cells, CD4+ and CD8+ T-cells and thus may play a role in both humoral and cell-mediated immunity responses"
"1120","P56470","Galectin that binds lactose and a related range of sugars"
"1121","P56470","May be involved in the assembly of adherens junctions."
"1122","P58417","May be signaling molecules that resemble neuropeptides and that act by binding to alpha-neurexins and possibly other receptors"
"1123","P59665","Defensin 1 and defensin 2 have antibacterial, fungicide and antiviral activities"
"1124","P59665","Has antimicrobial activity against Gram-negative and Gram-positive bacteria"
"1125","P59665","Defensins are thought to kill microbes by permeabilizing their plasma membrane"
"1126","P60568","Produced by T-cells in response to antigenic or mitogenic stimulation, this protein is required for T-cell proliferation and other activities crucial to regulation of the immune response"
"1127","P60568","Can stimulate B-cells, monocytes, lymphokine-activated killer cells, natural killer cells, and glioma cells."
"1128","P63098","Regulatory subunit of calcineurin, a calcium-dependent, calmodulin stimulated protein phosphatase"
"1129","P63098","Confers calcium sensitivity"
