"","UniProt_ID","Biological_process","GO_ID"
"4548","P29965","regulation of immune response","GO:0050776"
"4549","P29965","regulation of immunoglobulin secretion","GO:0051023"
"4550","P29965","T cell costimulation","GO:0031295"
"4551","P29965","tumor necrosis factor-mediated signaling pathway","GO:0033209"
"4552","P30203","acute inflammatory response to antigenic stimulus","GO:0002438"
"4553","P30203","adaptive immune response","GO:0002250"
"4554","P30203","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","GO:0007157"
"4555","P30203","immunological synapse formation","GO:0001771"
"4556","P30203","innate immune response","GO:0045087"
"4557","P30203","lipopolysaccharide-mediated signaling pathway","GO:0031663"
"4558","P30203","positive regulation of cytokine production involved in inflammatory response","GO:1900017"
"4559","P30203","positive regulation of T cell proliferation","GO:0042102"
"4560","P30203","response to lipopolysaccharide","GO:0032496"
"4561","P30519","cellular iron ion homeostasis","GO:0006879"
"4562","P30519","heme catabolic process","GO:0042167"
"4563","P30519","heme oxidation","GO:0006788"
"4564","P30519","iron ion homeostasis","GO:0055072"
"4565","P30519","neutrophil degranulation","GO:0043312"
"4566","P30519","response to hypoxia","GO:0001666"
"4567","P30519","response to oxidative stress","GO:0006979"
"4568","P30530","animal organ regeneration","GO:0031100"
"4569","P30530","apoptotic cell clearance","GO:0043277"
"4570","P30530","blood vessel remodeling","GO:0001974"
"4571","P30530","cell maturation","GO:0048469"
"4572","P30530","cell migration","GO:0016477"
"4573","P30530","cellular response to extracellular stimulus","GO:0031668"
"4574","P30530","cellular response to hydrogen peroxide","GO:0070301"
"4575","P30530","cellular response to interferon-alpha","GO:0035457"
"4576","P30530","cellular response to lipopolysaccharide","GO:0071222"
"4577","P30530","dendritic cell differentiation","GO:0097028"
"4578","P30530","erythrocyte homeostasis","GO:0034101"
"4579","P30530","forebrain cell migration","GO:0021885"
"4580","P30530","inflammatory response","GO:0006954"
"4581","P30530","innate immune response","GO:0045087"
"4582","P30530","natural killer cell differentiation","GO:0001779"
"4583","P30530","negative regulation of apoptotic process","GO:0043066"
"4584","P30530","negative regulation of dendritic cell apoptotic process","GO:2000669"
"4585","P30530","negative regulation of interferon-gamma production","GO:0032689"
"4586","P30530","negative regulation of lymphocyte activation","GO:0051250"
"4587","P30530","negative regulation of neuron apoptotic process","GO:0043524"
"4588","P30530","negative regulation of tumor necrosis factor production","GO:0032720"
"4589","P30530","nervous system development","GO:0007399"
"4590","P30530","neuron migration","GO:0001764"
"4591","P30530","neutrophil clearance","GO:0097350"
"4592","P30530","ovulation cycle","GO:0042698"
"4593","P30530","phagocytosis","GO:0006909"
"4594","P30530","platelet activation","GO:0030168"
"4595","P30530","positive regulation of cytokine-mediated signaling pathway","GO:0001961"
"4596","P30530","positive regulation of natural killer cell differentiation","GO:0032825"
"4597","P30530","positive regulation of pinocytosis","GO:0048549"
"4598","P30530","positive regulation of protein kinase B signaling","GO:0051897"
"4599","P30530","protein kinase B signaling","GO:0043491"
"4600","P30530","secretion by cell","GO:0032940"
"4601","P30530","signal transduction","GO:0007165"
"4602","P30530","spermatogenesis","GO:0007283"
"4603","P30530","substrate adhesion-dependent cell spreading","GO:0034446"
"4604","P30530","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169"
"4605","P30530","vagina development","GO:0060068"
"4606","P30530","vascular endothelial growth factor receptor signaling pathway","GO:0048010"
"4607","P30530","viral entry into host cell","GO:0046718"
"4608","P32456","cellular response to interferon-gamma","GO:0071346"
"4609","P32456","cellular response to interleukin-1","GO:0071347"
"4610","P32456","cellular response to tumor necrosis factor","GO:0071356"
"4611","P32456","defense response to Gram-positive bacterium","GO:0050830"
"4612","P32456","defense response to protozoan","GO:0042832"
"4613","P32456","immune response","GO:0006955"
"4614","P32456","interferon-gamma-mediated signaling pathway","GO:0060333"
"4615","P32456","protein localization to nucleus","GO:0034504"
"4616","P32456","type I interferon signaling pathway","GO:0060337"
"4617","P32926","cell-cell adhesion","GO:0098609"
"4618","P32926","cornification","GO:0070268"
"4619","P32926","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156"
"4620","P32926","keratinization","GO:0031424"
"4621","P32942","cell adhesion","GO:0007155"
"4622","P32942","cell-cell adhesion","GO:0098609"
"4623","P32942","extracellular matrix organization","GO:0030198"
"4624","P32942","phagocytosis","GO:0006909"
"4625","P32942","regulation of immune response","GO:0050776"
"4626","P32942","stimulatory C-type lectin receptor signaling pathway","GO:0002223"
"4627","P32970","B cell mediated immunity","GO:0019724"
"4628","P32970","B cell proliferation","GO:0042100"
"4629","P32970","cell-cell signaling","GO:0007267"
"4630","P32970","extrinsic apoptotic signaling pathway","GO:0097191"
"4631","P32970","positive regulation of T cell proliferation","GO:0042102"
"4632","P32970","signal transduction","GO:0007165"
"4633","P32970","T cell mediated immunity","GO:0002456"
"4634","P32970","tumor necrosis factor-mediated signaling pathway","GO:0033209"
"4635","P33151","adherens junction organization","GO:0034332"
"4636","P33151","blood vessel maturation","GO:0001955"
"4637","P33151","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","GO:0016339"
"4638","P33151","cell-cell adhesion","GO:0098609"
"4639","P33151","cell-cell adhesion mediated by cadherin","GO:0044331"
"4640","P33151","cell-cell junction assembly","GO:0007043"
"4641","P33151","cell morphogenesis","GO:0000902"
"4642","P33151","cellular calcium ion homeostasis","GO:0006874"
"4643","P33151","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156"
"4644","P33151","negative regulation of cell population proliferation","GO:0008285"
"4645","P33151","negative regulation of inflammatory response","GO:0050728"
"4646","P33151","negative regulation of microtubule polymerization","GO:0031115"
"4647","P33151","positive regulation of angiogenesis","GO:0045766"
"4648","P33151","positive regulation of BMP signaling pathway","GO:0030513"
"4649","P33151","positive regulation of cell migration","GO:0030335"
"4650","P33151","positive regulation of establishment of endothelial barrier","GO:1903142"
"4651","P33151","positive regulation of gene expression","GO:0010628"
"4652","P33151","positive regulation of protein complex assembly","GO:0031334"
"4653","P33151","positive regulation of protein dephosphorylation","GO:0035307"
"4654","P33151","regulation of establishment of cell polarity","GO:2000114"
"4655","P33151","regulation of protein phosphorylation","GO:0001932"
"4656","P33151","regulation of vascular permeability","GO:0043114"
"4657","P33151","transforming growth factor beta receptor signaling pathway","GO:0007179"
"4658","P35225","cellular response to mechanical stimulus","GO:0071260"
"4659","P35225","cytokine-mediated signaling pathway","GO:0019221"
"4660","P35225","immune response","GO:0006955"
"4661","P35225","inflammatory response","GO:0006954"
"4662","P35225","microglial cell activation","GO:0001774"
"4663","P35225","negative regulation of complement-dependent cytotoxicity","GO:1903660"
"4664","P35225","negative regulation of endothelial cell apoptotic process","GO:2000352"
"4665","P35225","negative regulation of lung ciliated cell differentiation","GO:1901247"
"4666","P35225","negative regulation of NAD(P)H oxidase activity","GO:0033861"
"4667","P35225","negative regulation of neuron death","GO:1901215"
"4668","P35225","negative regulation of transforming growth factor beta production","GO:0071635"
"4669","P35225","positive regulation of B cell proliferation","GO:0030890"
"4670","P35225","positive regulation of cold-induced thermogenesis","GO:0120162"
"4671","P35225","positive regulation of connective tissue growth factor production","GO:0032723"
"4672","P35225","positive regulation of gene expression","GO:0010628"
"4673","P35225","positive regulation of immunoglobulin production","GO:0002639"
"4674","P35225","positive regulation of lung goblet cell differentiation","GO:1901251"
"4675","P35225","positive regulation of macrophage activation","GO:0043032"
"4676","P35225","positive regulation of mast cell degranulation","GO:0043306"
"4677","P35225","positive regulation of pancreatic stellate cell proliferation","GO:2000231"
"4678","P35225","positive regulation of protein secretion","GO:0050714"
"4679","P35225","positive regulation of release of sequestered calcium ion into cytosol","GO:0051281"
"4680","P35225","positive regulation of smooth muscle cell proliferation","GO:0048661"
"4681","P35225","positive regulation of tyrosine phosphorylation of STAT protein","GO:0042531"
"4682","P35225","regulation of proton transport","GO:0010155"
"4683","P35225","response to ethanol","GO:0045471"
"4684","P35225","response to lipopolysaccharide","GO:0032496"
"4685","P35225","response to nicotine","GO:0035094"
"4686","P35247","cellular protein metabolic process","GO:0044267"
"4687","P35247","defense response to bacterium","GO:0042742"
"4688","P35247","developmental process","GO:0032502"
"4689","P35247","induction of bacterial agglutination","GO:0043152"
"4690","P35247","innate immune response","GO:0045087"
"4691","P35247","lung alveolus development","GO:0048286"
"4692","P35247","macrophage chemotaxis","GO:0048246"
"4693","P35247","negative regulation by host of symbiont molecular function","GO:0052405"
"4694","P35247","negative regulation of interleukin-2 biosynthetic process","GO:0045085"
"4695","P35247","negative regulation of T cell proliferation","GO:0042130"
"4696","P35247","positive regulation of phagocytosis","GO:0050766"
"4697","P35247","reactive oxygen species metabolic process","GO:0072593"
"4698","P35247","receptor-mediated endocytosis","GO:0006898"
"4699","P35247","regulation of adhesion of symbiont to host epithelial cell","GO:1905226"
"4700","P35247","regulation of cytokine production","GO:0001817"
"4701","P35247","regulation of immune response","GO:0050776"
"4702","P35247","respiratory gaseous exchange by respiratory system","GO:0007585"
"4703","P35247","surfactant homeostasis","GO:0043129"
"4704","P35247","toll-like receptor signaling pathway","GO:0002224"
"4705","P35443","behavioral response to pain","GO:0048266"
"4706","P35443","endothelial cell-cell adhesion","GO:0071603"
"4707","P35443","myoblast migration","GO:0051451"
"4708","P35443","negative regulation of angiogenesis","GO:0016525"
"4709","P35443","positive regulation of cell division","GO:0051781"
"4710","P35443","positive regulation of endothelial cell proliferation","GO:0001938"
"4711","P35443","positive regulation of neutrophil chemotaxis","GO:0090023"
"4712","P35443","positive regulation of peptidyl-tyrosine phosphorylation","GO:0050731"
"4713","P35443","regulation of tissue remodeling","GO:0034103"
"4714","P35443","response to endoplasmic reticulum stress","GO:0034976"
"4715","P35443","response to unfolded protein","GO:0006986"
"4716","P35443","tissue remodeling","GO:0048771"
"4717","P35542","acute-phase response","GO:0006953"
"4718","P35542","cell chemotaxis","GO:0060326"
"4719","P35590","angiogenesis","GO:0001525"
"4720","P35590","in utero embryonic development","GO:0001701"
"4721","P35590","mesoderm development","GO:0007498"
"4722","P35590","negative regulation of angiogenesis","GO:0016525"
"4723","P35590","negative regulation of cell migration","GO:0030336"
"4724","P35590","plasma membrane fusion","GO:0045026"
"4725","P35590","positive regulation of angiogenesis","GO:0045766"
"4726","P35590","response to retinoic acid","GO:0032526"
"4727","P35590","signal transduction","GO:0007165"
"4728","P35590","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169"
"4729","P35590","vasculogenesis","GO:0001570"
"4730","P35968","angiogenesis","GO:0001525"
"4731","P35968","calcium-mediated signaling using intracellular calcium source","GO:0035584"
"4732","P35968","cell migration","GO:0016477"
"4733","P35968","cell migration involved in sprouting angiogenesis","GO:0002042"
"4734","P35968","cellular response to hydrogen sulfide","GO:1904881"
"4735","P35968","cellular response to vascular endothelial growth factor stimulus","GO:0035924"
"4736","P35968","embryonic hemopoiesis","GO:0035162"
"4737","P35968","endothelial cell differentiation","GO:0045446"
"4738","P35968","endothelium development","GO:0003158"
"4739","P35968","ERK1 and ERK2 cascade","GO:0070371"
"4740","P35968","extracellular matrix organization","GO:0030198"
"4741","P35968","negative regulation of apoptotic process","GO:0043066"
"4742","P35968","negative regulation of endothelial cell apoptotic process","GO:2000352"
"4743","P35968","negative regulation of gene expression","GO:0010629"
"4744","P35968","peptidyl-tyrosine autophosphorylation","GO:0038083"
"4745","P35968","peptidyl-tyrosine phosphorylation","GO:0018108"
"4746","P35968","positive regulation of angiogenesis","GO:0045766"
"4747","P35968","positive regulation of blood vessel endothelial cell migration","GO:0043536"
"4748","P35968","positive regulation of cell migration","GO:0030335"
"4749","P35968","positive regulation of cell migration involved in sprouting angiogenesis","GO:0090050"
"4750","P35968","positive regulation of cell population proliferation","GO:0008284"
"4751","P35968","positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway","GO:0038033"
"4752","P35968","positive regulation of endothelial cell migration","GO:0010595"
"4753","P35968","positive regulation of endothelial cell proliferation","GO:0001938"
"4754","P35968","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"4755","P35968","positive regulation of focal adhesion assembly","GO:0051894"
"4756","P35968","positive regulation of macroautophagy","GO:0016239"
"4757","P35968","positive regulation of MAPK cascade","GO:0043410"
"4758","P35968","positive regulation of mitochondrial depolarization","GO:0051901"
"4759","P35968","positive regulation of mitochondrial fission","GO:0090141"
"4760","P35968","positive regulation of nitric-oxide synthase biosynthetic process","GO:0051770"
"4761","P35968","positive regulation of phosphatidylinositol 3-kinase signaling","GO:0014068"
"4762","P35968","positive regulation of positive chemotaxis","GO:0050927"
"4763","P35968","positive regulation of protein phosphorylation","GO:0001934"
"4764","P35968","positive regulation of vasculogenesis","GO:2001214"
"4765","P35968","protein autophosphorylation","GO:0046777"
"4766","P35968","protein kinase B signaling","GO:0043491"
"4767","P35968","regulation of cell shape","GO:0008360"
"4768","P35968","sprouting angiogenesis","GO:0002040"
"4769","P35968","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169"
"4770","P35968","vascular endothelial growth factor receptor signaling pathway","GO:0048010"
"4771","P35968","vasculogenesis","GO:0001570"
"4772","P35968","viral process","GO:0016032"
"4773","P36222","activation of NF-kappaB-inducing kinase activity","GO:0007250"
"4774","P36222","apoptotic process","GO:0006915"
"4775","P36222","carbohydrate metabolic process","GO:0005975"
"4776","P36222","cartilage development","GO:0051216"
"4777","P36222","cellular response to interleukin-1","GO:0071347"
"4778","P36222","cellular response to tumor necrosis factor","GO:0071356"
"4779","P36222","inflammatory response","GO:0006954"
"4780","P36222","interleukin-8 secretion","GO:0072606"
"4781","P36222","lung development","GO:0030324"
"4782","P36222","neutrophil degranulation","GO:0043312"
"4783","P36222","positive regulation of angiogenesis","GO:0045766"
"4784","P36222","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"4785","P36222","positive regulation of peptidyl-threonine phosphorylation","GO:0010800"
"4786","P36222","positive regulation of protein kinase B signaling","GO:0051897"
"4787","P36222","response to interleukin-1","GO:0070555"
"4788","P36222","response to interleukin-6","GO:0070741"
"4789","P36222","response to mechanical stimulus","GO:0009612"
"4790","P36222","response to tumor necrosis factor","GO:0034612"
"4791","P36269","cellular amino acid metabolic process","GO:0006520"
"4792","P36269","fatty acid metabolic process","GO:0006631"
"4793","P36269","glutathione biosynthetic process","GO:0006750"
"4794","P36269","glutathione catabolic process","GO:0006751"
"4795","P36269","inflammatory response","GO:0006954"
"4796","P36269","leukotriene D4 biosynthetic process","GO:1901750"
"4797","P36269","leukotriene metabolic process","GO:0006691"
"4798","P36269","proteolysis","GO:0006508"
"4799","P36269","response to estradiol","GO:0032355"
"4800","P36269","response to lipopolysaccharide","GO:0032496"
"4801","P36269","response to tumor necrosis factor","GO:0034612"
"4802","P36269","spermatogenesis","GO:0007283"
"4803","P36941","apoptotic process","GO:0006915"
"4804","P36941","cellular response to mechanical stimulus","GO:0071260"
"4805","P36941","immune response","GO:0006955"
"4806","P36941","myeloid dendritic cell differentiation","GO:0043011"
"4807","P36941","positive regulation of extrinsic apoptotic signaling pathway","GO:2001238"
"4808","P36941","positive regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043123"
"4809","P36941","positive regulation of JNK cascade","GO:0046330"
"4810","P36941","signal transduction","GO:0007165"
"4811","P36941","tumor necrosis factor-mediated signaling pathway","GO:0033209"
"4812","P36941","viral process","GO:0016032"
"4813","P37108","cotranslational protein targeting to membrane","GO:0006613"
"4814","P37108","neutrophil degranulation","GO:0043312"
"4815","P37108","protein targeting to ER","GO:0045047"
"4816","P37108","response to drug","GO:0042493"
"4817","P37108","SRP-dependent cotranslational protein targeting to membrane","GO:0006614"
"4818","P39060","angiogenesis","GO:0001525"
"4819","P39060","animal organ morphogenesis","GO:0009887"
"4820","P39060","cell adhesion","GO:0007155"
"4821","P39060","endothelial cell morphogenesis","GO:0001886"
"4822","P39060","extracellular matrix organization","GO:0030198"
"4823","P39060","negative regulation of cell population proliferation","GO:0008285"
"4824","P39060","positive regulation of cell migration","GO:0030335"
"4825","P39060","positive regulation of cell population proliferation","GO:0008284"
"4826","P39060","positive regulation of endothelial cell apoptotic process","GO:2000353"
"4827","P39060","response to drug","GO:0042493"
"4828","P39060","response to hydrostatic pressure","GO:0051599"
"4829","P39060","visual perception","GO:0007601"
"4830","P39900","cellular response to virus","GO:0098586"
"4831","P39900","collagen catabolic process","GO:0030574"
"4832","P39900","elastin catabolic process","GO:0060309"
"4833","P39900","extracellular matrix disassembly","GO:0022617"
"4834","P39900","extracellular matrix organization","GO:0030198"
"4835","P39900","negative regulation of endothelial cell-matrix adhesion via fibronectin","GO:1904905"
"4836","P39900","negative regulation of transcription by RNA polymerase II","GO:0000122"
"4837","P39900","negative regulation of type I interferon-mediated signaling pathway","GO:0060339"
"4838","P39900","positive regulation of epithelial cell proliferation involved in wound healing","GO:0060054"
"4839","P39900","positive regulation of interferon-alpha secretion","GO:1902741"
"4840","P39900","positive regulation of transcription by RNA polymerase II","GO:0045944"
"4841","P39900","positive regulation of type I interferon-mediated signaling pathway","GO:0060340"
"4842","P39900","protein import into nucleus","GO:0006606"
"4843","P39900","proteolysis","GO:0006508"
"4844","P39900","regulation of defense response to virus by host","GO:0050691"
"4845","P39900","response to amyloid-beta","GO:1904645"
"4846","P39900","wound healing, spreading of epidermal cells","GO:0035313"
"4847","P39905","adult locomotory behavior","GO:0008344"
"4848","P39905","axon guidance","GO:0007411"
"4849","P39905","branching involved in ureteric bud morphogenesis","GO:0001658"
"4850","P39905","commissural neuron axon guidance","GO:0071679"
"4851","P39905","dorsal spinal cord development","GO:0021516"
"4852","P39905","embryonic organ development","GO:0048568"
"4853","P39905","enteric nervous system development","GO:0048484"
"4854","P39905","MAPK cascade","GO:0000165"
"4855","P39905","mesenchymal to epithelial transition involved in metanephros morphogenesis","GO:0003337"
"4856","P39905","metanephros development","GO:0001656"
"4857","P39905","mRNA stabilization","GO:0048255"
"4858","P39905","negative regulation of apoptotic process","GO:0043066"
"4859","P39905","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","GO:2001240"
"4860","P39905","negative regulation of neuron apoptotic process","GO:0043524"
"4861","P39905","nervous system development","GO:0007399"
"4862","P39905","neural crest cell migration","GO:0001755"
"4863","P39905","neuron projection development","GO:0031175"
"4864","P39905","organ induction","GO:0001759"
"4865","P39905","peripheral nervous system development","GO:0007422"
"4866","P39905","peristalsis","GO:0030432"
"4867","P39905","positive regulation of branching involved in ureteric bud morphogenesis","GO:0090190"
"4868","P39905","positive regulation of cell differentiation","GO:0045597"
"4869","P39905","positive regulation of cell population proliferation","GO:0008284"
"4870","P39905","positive regulation of dopamine secretion","GO:0033603"
"4871","P39905","positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis","GO:0072108"
"4872","P39905","positive regulation of monooxygenase activity","GO:0032770"
"4873","P39905","positive regulation of transcription by RNA polymerase II","GO:0045944"
"4874","P39905","positive regulation of ureteric bud formation","GO:0072107"
"4875","P39905","postganglionic parasympathetic fiber development","GO:0021784"
"4876","P39905","postsynaptic membrane organization","GO:0001941"
"4877","P39905","regulation of dopamine uptake involved in synaptic transmission","GO:0051584"
"4878","P39905","regulation of gene expression","GO:0010468"
"4879","P39905","regulation of morphogenesis of a branching structure","GO:0060688"
"4880","P39905","regulation of semaphorin-plexin signaling pathway","GO:2001260"
"4881","P39905","regulation of stem cell differentiation","GO:2000736"
"4882","P39905","signal transduction","GO:0007165"
"4883","P39905","sympathetic nervous system development","GO:0048485"
"4884","P39905","ureteric bud formation","GO:0060676"
"4885","P40198","leukocyte migration","GO:0050900"
"4886","P40198","neutrophil degranulation","GO:0043312"
"4887","P40933","aging","GO:0007568"
"4888","P40933","cell-cell signaling","GO:0007267"
"4889","P40933","cell maturation","GO:0048469"
"4890","P40933","cellular response to vitamin D","GO:0071305"
"4891","P40933","extrathymic T cell selection","GO:0045062"
"4892","P40933","hyaluronan metabolic process","GO:0030212"
"4893","P40933","immune response","GO:0006955"
"4894","P40933","inflammatory response","GO:0006954"
"4895","P40933","interleukin-15-mediated signaling pathway","GO:0035723"
"4896","P40933","lymph node development","GO:0048535"
"4897","P40933","macrophage differentiation","GO:0030225"
"4898","P40933","negative regulation of cold-induced thermogenesis","GO:0120163"
"4899","P40933","negative regulation of smooth muscle cell proliferation","GO:0048662"
"4900","P40933","neutrophil activation","GO:0042119"
"4901","P40933","NK T cell proliferation","GO:0001866"
"4902","P40933","positive regulation of cell population proliferation","GO:0008284"
"4903","P40933","positive regulation of immune response","GO:0050778"
"4904","P40933","positive regulation of inflammatory response","GO:0050729"
"4905","P40933","positive regulation of interleukin-17 production","GO:0032740"
"4906","P40933","positive regulation of natural killer cell differentiation","GO:0032825"
"4907","P40933","positive regulation of natural killer cell proliferation","GO:0032819"
"4908","P40933","positive regulation of peptidyl-tyrosine phosphorylation","GO:0050731"
"4909","P40933","positive regulation of phagocytosis","GO:0050766"
"4910","P40933","positive regulation of protein O-linked glycosylation","GO:1904100"
"4911","P40933","positive regulation of T cell proliferation","GO:0042102"
"4912","P40933","positive regulation of tissue remodeling","GO:0034105"
"4913","P40933","positive regulation of tyrosine phosphorylation of STAT protein","GO:0042531"
"4914","P40933","regulation of defense response to virus by host","GO:0050691"
"4915","P40933","regulation of T cell differentiation","GO:0045580"
"4916","P40933","signal transduction","GO:0007165"
"4917","P40933","skeletal muscle atrophy","GO:0014732"
"4918","P40933","tyrosine phosphorylation of STAT protein","GO:0007260"
"4919","P41208","cell division","GO:0051301"
"4920","P41208","centriole replication","GO:0007099"
"4921","P41208","ciliary basal body-plasma membrane docking","GO:0097711"
"4922","P41208","G2/M transition of mitotic cell cycle","GO:0000086"
"4923","P41208","global genome nucleotide-excision repair","GO:0070911"
"4924","P41208","mitotic cell cycle","GO:0000278"
"4925","P41208","mRNA transport","GO:0051028"
"4926","P41208","nucleotide-excision repair","GO:0006289"
"4927","P41208","nucleotide-excision repair, DNA damage recognition","GO:0000715"
"4928","P41208","nucleotide-excision repair, DNA duplex unwinding","GO:0000717"
"4929","P41208","nucleotide-excision repair, preincision complex assembly","GO:0006294"
"4930","P41208","protein transport","GO:0015031"
"4931","P41208","regulation of cytokinesis","GO:0032465"
"4932","P41208","regulation of G2/M transition of mitotic cell cycle","GO:0010389"
"4933","P41208","spermatogenesis","GO:0007283"
"4934","P41227","DNA packaging","GO:0006323"
"4935","P41227","internal protein amino acid acetylation","GO:0006475"
"4936","P41227","negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric","GO:2000719"
"4937","P41227","N-terminal peptidyl-glutamic acid acetylation","GO:0018002"
"4938","P41227","N-terminal peptidyl-serine acetylation","GO:0017198"
"4939","P41227","N-terminal protein amino acid acetylation","GO:0006474"
"4940","P41227","protein acetylation","GO:0006473"
"4941","P42574","anterior neural tube closure","GO:0061713"
"4942","P42574","apoptotic DNA fragmentation","GO:0006309"
"4943","P42574","apoptotic process","GO:0006915"
"4944","P42574","apoptotic signaling pathway","GO:0097190"
"4945","P42574","axonal fasciculation","GO:0007413"
"4946","P42574","B cell homeostasis","GO:0001782"
"4947","P42574","cell fate commitment","GO:0045165"
"4948","P42574","cellular response to DNA damage stimulus","GO:0006974"
"4949","P42574","cellular response to staurosporine","GO:0072734"
"4950","P42574","cytokine-mediated signaling pathway","GO:0019221"
"4951","P42574","erythrocyte differentiation","GO:0030218"
"4952","P42574","execution phase of apoptosis","GO:0097194"
"4953","P42574","extrinsic apoptotic signaling pathway in absence of ligand","GO:0097192"
"4954","P42574","glial cell apoptotic process","GO:0034349"
"4955","P42574","heart development","GO:0007507"
"4956","P42574","hippocampus development","GO:0021766"
"4957","P42574","hippo signaling","GO:0035329"
"4958","P42574","intrinsic apoptotic signaling pathway in response to osmotic stress","GO:0008627"
"4959","P42574","keratinocyte differentiation","GO:0030216"
"4960","P42574","learning or memory","GO:0007611"
"4961","P42574","leukocyte apoptotic process","GO:0071887"
"4962","P42574","luteolysis","GO:0001554"
"4963","P42574","negative regulation of activated T cell proliferation","GO:0046007"
"4964","P42574","negative regulation of apoptotic process","GO:0043066"
"4965","P42574","negative regulation of B cell proliferation","GO:0030889"
"4966","P42574","neuron apoptotic process","GO:0051402"
"4967","P42574","neuron differentiation","GO:0030182"
"4968","P42574","neurotrophin TRK receptor signaling pathway","GO:0048011"
"4969","P42574","platelet formation","GO:0030220"
"4970","P42574","positive regulation of amyloid-beta formation","GO:1902004"
"4971","P42574","positive regulation of neuron apoptotic process","GO:0043525"
"4972","P42574","protein processing","GO:0016485"
"4973","P42574","proteolysis","GO:0006508"
"4974","P42574","regulation of macroautophagy","GO:0016241"
"4975","P42574","regulation of protein stability","GO:0031647"
"4976","P42574","response to amino acid","GO:0043200"
"4977","P42574","response to cobalt ion","GO:0032025"
"4978","P42574","response to estradiol","GO:0032355"
"4979","P42574","response to glucocorticoid","GO:0051384"
"4980","P42574","response to glucose","GO:0009749"
"4981","P42574","response to hydrogen peroxide","GO:0042542"
"4982","P42574","response to hypoxia","GO:0001666"
"4983","P42574","response to lipopolysaccharide","GO:0032496"
"4984","P42574","response to nicotine","GO:0035094"
"4985","P42574","response to tumor necrosis factor","GO:0034612"
"4986","P42574","response to UV","GO:0009411"
"4987","P42574","response to X-ray","GO:0010165"
"4988","P42574","sensory perception of sound","GO:0007605"
"4989","P42574","striated muscle cell differentiation","GO:0051146"
"4990","P42574","T cell homeostasis","GO:0043029"
"4991","P42574","wound healing","GO:0042060"
"4992","P42701","cellular response to interferon-gamma","GO:0071346"
"4993","P42701","cytokine-mediated signaling pathway","GO:0019221"
"4994","P42701","interleukin-12-mediated signaling pathway","GO:0035722"
"4995","P42701","interleukin-23-mediated signaling pathway","GO:0038155"
"4996","P42701","positive regulation of activated T cell proliferation","GO:0042104"
"4997","P42701","positive regulation of defense response to virus by host","GO:0002230"
"4998","P42701","positive regulation of interferon-gamma production","GO:0032729"
"4999","P42701","positive regulation of memory T cell differentiation","GO:0043382"
"5000","P42701","positive regulation of T cell mediated cytotoxicity","GO:0001916"
"5001","P42701","positive regulation of T-helper 17 cell lineage commitment","GO:2000330"
"5002","P42701","positive regulation of T-helper 17 type immune response","GO:2000318"
"5003","P42701","positive regulation of T-helper 1 type immune response","GO:0002827"
"5004","P42701","signal transduction","GO:0007165"
"5005","P42702","cell surface receptor signaling pathway","GO:0007166"
"5006","P42702","ciliary neurotrophic factor-mediated signaling pathway","GO:0070120"
"5007","P42702","cytokine-mediated signaling pathway","GO:0019221"
"5008","P42702","leukemia inhibitory factor signaling pathway","GO:0048861"
"5009","P42702","oncostatin-M-mediated signaling pathway","GO:0038165"
"5010","P42702","positive regulation of cell population proliferation","GO:0008284"
"5011","P42702","regulation of cytokine-mediated signaling pathway","GO:0001959"
"5012","P42702","response to cytokine","GO:0034097"
"5013","P42785","angiogenesis involved in wound healing","GO:0060055"
"5014","P42785","blood coagulation, intrinsic pathway","GO:0007597"
"5015","P42785","energy homeostasis","GO:0097009"
"5016","P42785","glucose homeostasis","GO:0042593"
"5017","P42785","negative regulation of systemic arterial blood pressure","GO:0003085"
"5018","P42785","neutrophil degranulation","GO:0043312"
"5019","P42785","plasma kallikrein-kinin cascade","GO:0002353"
"5020","P42785","proteolysis","GO:0006508"
"5021","P42785","regulation of blood vessel endothelial cell migration","GO:0043535"
"5022","P42785","regulation of reactive oxygen species metabolic process","GO:2000377"
"5023","P42785","regulation of thyroid hormone mediated signaling pathway","GO:0002155"
"5024","P42830","antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844"
"5025","P42830","cell-cell signaling","GO:0007267"
"5026","P42830","cellular response to lipopolysaccharide","GO:0071222"
"5027","P42830","chemokine-mediated signaling pathway","GO:0070098"
"5028","P42830","chemotaxis","GO:0006935"
"5029","P42830","G protein-coupled receptor signaling pathway","GO:0007186"
"5030","P42830","immune response","GO:0006955"
